Dose coefficients provided as Sv/Bq
Adrenals UB_Wall  Bone_Sur Brain    Breasts  St_Wall  SI_Wall  ULI_Wall LLI_Wall Kidneys  Liver    Muscle   Ovaries  Pancreas R_Marrow Skin     Spleen   Testes   Thymus   Thyroid  GB_Wall  Ht_Wall  Uterus   ET_Reg   Lung     E_50
Ac-223   ,M ,7300,      1.00
0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00  0.000E+00
Ac-224   ,M ,7300,      1.00
8.443E-11 8.963E-11 9.178E-09 8.046E-11 8.367E-11 1.609E-10 2.036E-10 5.867E-10 1.206E-09 1.049E-09 4.163E-09 8.260E-11 1.271E-10 8.440E-11 8.582E-10 8.081E-11 8.390E-11 1.201E-10 8.504E-11 8.177E-11 8.452E-11 8.698E-11 8.337E-11 1.280E-07 6.034E-07  7.299E-08
Ac-225   ,M ,7300,      1.00
6.557E-09 7.018E-09 1.971E-06 6.500E-09 6.543E-09 7.466E-09 7.735E-09 2.279E-08 5.228E-08 1.820E-07 8.716E-07 6.522E-09 3.797E-08 6.543E-09 1.622E-07 6.507E-09 6.665E-09 3.765E-08 6.554E-09 6.515E-09 6.544E-09 6.585E-09 6.513E-09 4.423E-06 4.407E-05  5.386E-06
Ac-226   ,M ,7300,      1.00
8.926E-10 9.157E-10 1.404E-07 8.873E-10 8.910E-10 1.488E-09 2.739E-09 9.839E-09 1.770E-08 1.675E-08 6.233E-08 8.906E-10 2.998E-09 8.922E-10 1.169E-08 8.877E-10 1.142E-09 2.964E-09 8.931E-10 8.888E-10 8.945E-10 8.957E-10 8.934E-10 1.883E-06 6.921E-06  8.391E-07
Ac-227   ,M ,7300,      1.00
8.711E-06 8.713E-06 1.726E-03 8.697E-06 8.695E-06 8.699E-06 8.707E-06 1.003E-05 1.247E-05 1.337E-05 3.726E-04 8.698E-06 3.443E-05 8.706E-06 9.110E-05 8.693E-06 8.743E-06 3.419E-05 8.696E-06 8.696E-06 8.715E-06 8.701E-06 8.699E-06 2.999E-05 9.251E-05  6.945E-05
